palabra,frecuencia
apenas,276
méxico,276
necesitan,276
dejo,276
denuncias,275
fraude,275
cuidados,275
manifestaciones,274
escuchado,274
decíamos,274
cientos,274
twitter,273
racismo,273
principios,273
veremos,273
defendiendo,273
ocurriendo,273
radio,273
secretaria,272
abierto,272
bajar,272
autonomía,272
serrano,272
dimisión,272
universidades,271
alianza,271
costa,271
daño,271
terrorismo,270
hablaba,270
decirle,270
condena,270
2020,270
planeta,270
inicio,269
pienso,269
máximo,269
cuánto,268
tantos,268
elemento,268
acabó,268
ganas,268
ganado,268
lugares,268
impacto,267
turismo,267
verano,267
parecía,267
aprobar,267
banco,267
competencias,267
banda,266
francisco,266
viven,266
progresistas,266
hicimos,265
opción,265
amigas,265
16,265
actividad,265
profesionales,265
consentimiento,265
entiende,264
pidiendo,264
disposición,264
afecta,264
corte,263
reacción,263
motivo,263
canarias,263
institución,263
analizar,263
hablan,263
hija,263
responsables,263
moncloa,263
esperar,262
candidata,262
abordar,262
efecto,262
presión,262
administraciones,262
contenido,262
monarquía,262
origen,262
viva,261
candidatura,261
rubiales,261
avanzando,261
china,261
moción,261
asumir,261
pequeña,260
fronteras,260
millón,260
29,260
puso,258
consenso,258
madrileños,258
entra,258
ejercicio,258
peso,258
don,258
comunista,257
soberanía,257
rosa,257
clases,257
rato,257
par,257
alta,257
ocasión,257
conversación,257
peligro,256
abajo,255
plazo,255
netanyahu,255
recibir,255
70,255
batalla,254
importa,254
sede,254
niño,254
huelga,254
2018,253
relato,253
franquismo,253
señalar,253
terminar,252
década,252
produce,252
per,252
norma,252
debates,252
franco,252
compartir,251
crees,251
pese,251
anuncio,251
elegir,251
hospital,251
municipales,251
pide,250
mandato,250
llamada,250
cristina,250
expresión,249
civiles,249
podéis,249
recuperar,249
bipartidismo,248
daniel,248
impunidad,248
miley,248
enseguida,248
construcción,247
ay,247
2025,247
contrato,247
implica,247
judiciales,246
vayan,246
conocimiento,246
propias,246
concepto,246
representantes,246
recibido,246
17,246
conscientes,246
foco,246
concretamente,245
inmigración,245
podríamos,245
actuar,245
salto,245
gobierna,245
mariano,244
dato,244
asociación,244
migración,244
oficial,244
identidad,244
defiende,244
dijeron,243
profesional,243
cuesta,243
territorial,243
justamente,243
interesa,243
figura,243
víctor,243
fundación,243
parlamentarios,243
conocemos,243
práctica,242
corresponde,242
motivos,242
quedar,242
reducción,242
provincia,242
revolución,241
permanente,241
siete,241
republicana,241
creen,241
material,241
imprescindible,241
vengo,240
90,240
pequeños,240
activista,240
deje,240
nombres,240
plantear,239
ricos,239
2021,239
tribunales,239
ciencia,238
comida,238
llaman,238
negociaciones,238
dejó,238
diputada,237
resistencia,236
literalmente,236
cargos,236
manuel,236
absoluto,236
cifras,236
lógicamente,236
san,236
continuar,236
madres,235
militares,235
posibles,235
mental,235
papa,235
21,235
ultra,235
prueba,235
fecha,235
david,235
iglesia,234
tanta,234
alimentos,234
privada,234
cantidad,233
personaje,233
razones,232
entendemos,232
foto,232
aire,232
norte,232
fernández,232
etapa,232
febrero,232
actualmente,231
declarar,231
formar,231
logrado,231
titular,231
marruecos,231
puente,230
acompañaré,230
plena,230
local,230
esquerra,229
demostrar,229
productos,229
negociar,229
valiente,229
obra,229
rivera,229
participar,229
gas,229
perspectiva,229
labor,229
sólo,229
trabajado,228
baja,228
conmigo,228
cadena,228
dependencia,228
comisiones,227
deberían,227
conoce,227
alrededor,227
ambiente,227
fiscales,227
duro,227
abre,227
sindicato,227
transparencia,227
militancia,226
acceder,226
juntas,226
ojos,226
vasco,225
piensa,225
precariedad,225
actos,225
rock,224
ninguno,224
aplicar,224
hagan,224
aparece,224
estudiantes,223
caer,223
reglamento,222
podían,222
sirve,222
muchísimos,222
socialistas,222
300,221
muchísima,221
celebrar,221
producción,221
cuales,221
votación,221
carácter,221
busca,221
artificial,221
conciencia,221
necesaria,220
nota,220
2015,220
sala,220
franja,220
explica,220
venía,220
ecológica,220
sindicatos,220
existen,220
murcia,219
socio,219
pobreza,219
candidatos,219
anunciado,219
tío,218
guardia,218
acompaña,218
cine,218
intención,218
podrían,218
comenzar,216
basta,216
miércoles,216
ambos,216
guerras,216
pregunto,216
texto,216
considera,216
tomado,216
escudo,216
independentistas,216
amenazas,215
genera,215
rejón,215
representante,215
deuda,215
ola,215
versión,215
movilización,215
sol,215
mayorías,215
valientes,215
pretende,214
vídeos,214
procesos,214
cortes,214
terrible,214
sentencia,214
vicepresidente,214
transformaciones,214
código,213
vivo,213
alerta,212
digna,212
teléfono,212
relevante,212
gratis,212
presentación,211
legal,211
estudios,211
ciudadano,211
producido,211
colaboración,210
dejando,210
tragedia,210
rápido,210
riqueza,209
raíz,209
dura,209
afrontar,209
supongo,209
inflación,208
crímenes,208
claves,208
agencia,208
sanitario,208
feliz,208
aranceles,208
energéticas,208
ves,208
piso,208
juzgado,207
efectos,207
votantes,207
latina,207
repetir,207
presidentes,207
alarma,207
meter,207
puestos,207
quiénes,207
muestra,206
cuándo,206
miren,206
jorge,206
directa,206
presupuesto,206
unido,206
humanidad,205
dani,205
quieran,205
sucede,205
llevo,205
